"product_name","brands","stores","nutriscore_grade","nutrition_score_fr","energy_kcal","fat_100g","saturated_fat_100g","sugars_100g","salt_100g","fiber_100g","proteins_100g","labels","origins","categories","url","code"
"RICORE au Lait, Café & Chicorée, Boîte 400g","Nestlé, Ricore","Carrefour,Magasins U,carrefour.fr","d","","434.0","15.5","9.6","39.0","1.0","11.0","15.0","Point Vert,Fabriqué en France,Sans sucre ajouté,Nutriscore,Nutriscore B,Triman","France,Inde,Café non-ue","Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based beverages, Beverage preparations, Instant beverages, Instant coffee substitutes, Instant mix of chicory and coffee powder, en:instant-chicory","https://world.openfoodfacts.org/product/3033710071005/ricore-au-lait-cafe-chicoree-boite-400g-nestle","3033710071005"
"Filet de maquereaux au naturel","Saupiquet","Auchan,Magasins U,Intermarché,carrefour.fr","c","","206.0","15.0","3.9","0.5","1.2","","18.0","Sans conservateurs,Omega-3,Point Vert,Riche en Oméga-3,Produit en Bretagne,Triman,Qualité responsable,Traçabilité garantie","Océan Atlantique,Océan Atlantique Nord-Est,Océan Atlantique Nord-Ouest","Produits de la mer,Poissons et dérivés,Conserves,Poissons,Poissons gras,Poissons en conserve,Filets de poissons,Maquereaux,Filets de maquereaux,Filets de maquereaux natures,Maquereaux en conserve","https://world.openfoodfacts.org/product/3165950211726/filet-de-maquereaux-au-naturel-saupiquet","3165950211726"
"Boisson Noisette","Bjorg","Hyper U,Carrefour,Match,Magasins U,Leclerc,carrefour.fr,Intermarché","d","","69.0","4.5","0.4","4.0","0.05","1.1","1.0","Bio,Bio européen,Agriculture non UE,Entreprise B certifiée,Agriculture UE,Agriculture UE/Non UE,en:FSC,FSC Mix,IT-BIO-007,Fabriqué en Italie,Nutriscore,Nutriscore A,AB Agriculture Biologique,en:Fsc-c014047,en:Pauvre-en-acides-gras-satures","wa:espagne","Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based foods, Dairy substitutes, Milk substitutes, Nuts and their products, Plant-based beverages, Plant-based milk alternatives, Nut-based drinks, Hazelnut-based drinks, Sweetened beverages, en:cereal-based-drinks","https://world.openfoodfacts.org/product/3229820181424/boisson-noisette-calcium-bjorg","3229820181424"
"Eau de source de montagne d'auvergne","Carrefour","carrefour","a","","0.0","0.0","0.0","0.0","0.000675","","0.0","","Le mont dore,France","Boissons, Eaux, Produits de montagne, Eaux de sources, Eaux minérales, Boissons sans alcool, Boissons sans sucre ajouté, Eaux de montagne","https://world.openfoodfacts.org/product/3270190113508/eau-de-source-carrefour","3270190113508"
"Pâte à tartiner bio noisette cacao","Lucien Georgelin","carrefour.fr","e","","552.0","33.0","3.0","55.0","0.13","","8.6","Bio, Bio européen, Agriculture non UE, Agriculture UE, Agriculture UE/Non UE, FR-BIO-01, Point Vert, Fabriqué en France, Sans huile de palme, AB Agriculture Biologique, Triman","","Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes et au cacao","https://world.openfoodfacts.org/product/3330720237378/pate-a-tartiner-bio-noisette-cacao-lucien-georgelin","3330720237378"
"Chocolat noir 80% Équateur intense et floral","Ethiquable","Auchan,Carrefour,Leclerc,Iintermarché,Super U,Magasins U,Carrefour market,Les 400 Coop,L'Éléfàn","d","","610.0","49.0","29.0","19.0","0.0","10.0","9.9","Commerce équitable,Bio,Ecocert,Bio européen,Agriculture non UE,FR-BIO-01,IT-BIO-014,Symbole des Producteurs Paysans,AB Agriculture Biologique,Equitable Ecocert,Triman,SPP","Équateur,Non Union Européenne,Esmeraldas","Snacks,Snacks sucrés,Cacao et dérivés,Confiseries,Chocolats,Chocolats noirs,Chocolats noirs extra fin,Chocolat 80 %","https://world.openfoodfacts.org/product/3760091726667/chocolat-noir-80-equateur-intense-et-floral-ethiquable","3760091726667"
"High Protein Granola","Lizi's","Sainsburys Asda Tesco Morrisons","a","","450.0","17.0","1.6","5.2","0.4025","6.7","27.0","en:27% of your daily protein needs per 50g serving KLBD-D,en:Allergy advice,en:GL Tested Crafted with love in the UK QR Code Lizi's. A whole lot better TO RECYCLE : UK: recycle with carrier bags at larger stores OUTSIDE of UK: Visit lizis.co.uk","Vereinigtes Königreich","Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frühstücke,Getreide und Kartoffeln,Getreideprodukte,Frühstückscerealien,Müslis,en:Granola vegan vegetarian,en:Protein-boosted-toasted-wholegrain- granola-high-protein-high-in-fibre natural flavoring whole grain","https://world.openfoodfacts.org/product/5060092030977/granola-high-protein-nuts-seeds-imp-lizi-s","5060092030977"
"Alpro Mandeldrink Weiß Ungesüßt, Ungeröstet 1 LT","Alpro","Carrefour,Delhaize,Kaufland,carrefour.fr,Rewe","b","","13.0","1.1","0.1","0.0","0.14","0.2","0.5","Peu ou pas de sucre,Sans gluten,Végétarien,Sans conservateurs,Végétalien,Union Végétarienne Européenne,Union Végétarienne Européenne Végétalien,FSC,Sans sucre ajouté,Sans colorants,Sans lactose,Sans sucre,Nutriscore,Nutriscore B","","Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Substituts de produits laitiers,Substituts du lait,Fruits à coques et dérivés,Boissons à base de végétaux,Boissons végétales,Boissons végétales de fruits à coque,Boissons sans sucre ajouté,Laits d'amande,Laits d'amande natures non sucrés","https://world.openfoodfacts.org/product/5411188122661/alpro-mandeldrink-weiss-ungesusst-ungerostet-1-lt","5411188122661"
"Glorious grains","merchant gourmet","","b","","182.0","2.8","0.5","0.7","0.04","4.0","5.5","en:source-of-proteins","","Plant-based foods and beverages,Plant-based foods,Seeds,Quinoa,Barley","https://world.openfoodfacts.org/product/5018095196596/glorious-grains-merchant-gourmet","5018095196596"
"Wholemeal tortilla wraps","Tesco","Tesco","b","","279.0","5.2","2.5","3.3","0.9","6.9","9.0","Vegetarian, Source of fibre, Vegan, High fibres","","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, White breads, Wheat breads, Wheat flatbreads","https://world.openfoodfacts.org/product/5057967342082/wholemeal-tortilla-wraps-tesco","5057967342082"
"Chocolate 85%","mercadona","Mercadona","d","","597.0","49.0","30.0","14.0","0.03","14.0","12.0","Sem glúten,Ponto Verde","","Lanches comida,Lanches doces,Cacau e derivados,Chocolates,Chocolates amargos","https://world.openfoodfacts.org/product/8480000607225/chocolate-85-mercadona","8480000607225"
"jaouda p'tit dej honey","Jaouda","","c","","97.0","3.7","2.4","9.0","0.2","1.0","3.0","FSC, FSC Mix, en:source-of-fibre","","Beverages and beverages preparations, Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented drinks, Fermented milk drinks, Fermented milk drinks with fruits, en:milks","https://world.openfoodfacts.org/product/6111242109544/jaouda-p-tit-dej-honey","6111242109544"
"Almond No Sugars","Acti Leaf","Aldi","b","","15.2","1.32","0.2","0.0","0.13","0.12","0.6","Vegetarian, Vegan, FSC, FSC Mix, Tetra Pak - Protects What's Good, en:new-recipe","Not indicated.","Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Nuts and their products,Plant-based beverages,Plant-based milk alternatives,Nut-based drinks,Unsweetened beverages,Almond-based drinks","https://world.openfoodfacts.org/product/4061459332896/almond-no-sugars-acti-leaf","4061459332896"
"","Coca-Cola, Coca-Cola Company","","unknown","","27.5","","","6.0","42.0","","","","","ar:HAWAI, en:fruit-sodas","https://world.openfoodfacts.org/product/5449000311856/coca-cola","5449000311856"
"Milk Chocolate","Fin Carré","Lidl","e","","534.0","30.2","18.4","56.3","0.93","1.9","7.0","Fair trade, Fairtrade International, Sustainable farming, Fairtrade cocoa, Made in Germany, Max Havelaar, Pure cocoa butter","","Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates","https://world.openfoodfacts.org/product/20005825/milk-chocolate-fin-carre","20005825"
"Dunkle Schokolade mit ganzen Haselnüssen","Fin Carré, Lidl","Lidl","e","","587.0","44.3","17.9","30.0","0.01","8.0","8.6","Fair trade, Fairtrade International, Sustainable farming, Made in Germany, Max Havelaar, Triman, en:fairtrade-cocoa","","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolates,Dark chocolates,Chocolates with hazelnuts,Dark chocolates with hazelnuts","https://world.openfoodfacts.org/product/20815356/dunkle-schokolade-mit-ganzen-haselnussen-fin-carre","20815356"
"Biscuits fourrés aux framboises","Bjorg","Magasins U,Monoprix,carrefour.fr","e","","432.0","15.0","3.0","38.0","0.48","3.3","5.5","Organic, EU Organic, Certified B Corporation, NL-BIO-01, No palm oil, Nutriscore, AB Agriculture Biologique, en:fr-bio-01","","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Filled biscuits,Biscuit filled with fruit paste","https://world.openfoodfacts.org/product/3229820791074/biscuits-fourres-aux-framboises-bjorg","3229820791074"
"Le Beurre Doux Leger 41%MG Barquette","Elle & Vire, Savencia","Magasins U,Toutes enseignes GMS, carrefour.fr","d","","384.0","41.0","24.9","0.4","0.31","0.0","0.3","Sans additifs","","Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, en:dairy-spread, Beurres, Beurres doux, Beurres allégés, Beurre léger doux à 39-41% MG","https://world.openfoodfacts.org/product/3451790011245/le-beurre-doux-leger-41-mg-barquette-elle-vire","3451790011245"
"Le pain au Seigle","Carrefour","Carrefour, carrefour.fr","b","","221.0","1.2","0.3","3.4","1.2","6.3","7.1","Source de fibres alimentaires, Riche en fibres, Nutriscore, Nutriscore A","","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de seigle","https://world.openfoodfacts.org/product/3560070879762/le-pain-au-seigle-carrefour","3560070879762"
"Confiture Abricot INTENSE","Bonne Maman","Carrefour,Magasins U,carrefour.fr","d","","164.0","0.2","0.0","39.0","0.0","1.6","0.8","Peu ou pas de sucre, Peu de sucre, Allégé en sucre, Moins 30% de sucre, Point Vert","","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'abricot","https://world.openfoodfacts.org/product/3608580823452/confiture-abricot-intense-bonne-maman","3608580823452"
"Nutella","Ferrero, Nutella","","e","","539.0","30.9","10.6","56.3","0.107","","6.3","No gluten, en:green-dot","","de:brotaufstriche, en:fruhstucke, de:haselnusscremes, de:nougatcremes, en:schoko-und-haselnussaufstriche, en:susse-brotaufstriche, fr:mauvaises","https://world.openfoodfacts.org/product/4008400401829/nutella-nudossi-ferrero","4008400401829"
"M&M's peanut","Mars Wrigley","Super U,Aldi,Magasins U,carrefour.fr","e","","524.0","26.0","11.0","53.0","0.11","","9.8","Triman","","Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat, en:Chocolate covered nuts and fruits, Fruits à coques enrobés de chocolat, Cacahuètes au chocolat","https://world.openfoodfacts.org/product/5000159492737/m-m-s-peanut-mars-wrigley","5000159492737"
"Cereales special K original","Kellogg's","Delhaize","c","","392.0","1.3","0.3","15.0","0.84","6.0","8.0","Sans arômes artificiels,Sans conservateurs,Point Vert,Sans colorants,Sans huile de palme,Nutriscore,Nutriscore B","","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Céréales extrudées,Flocons extrudés,Pétales multicéréales,Céréales pour petit déjeuner riches en fibres","https://world.openfoodfacts.org/product/5050083296079/cereales-special-k-original-kellogg-s","5050083296079"
"Organic & unsweetened Almond","Plenish","Sainsbury's","b","","29.0","2.5","0.2","0.0","0.1","0.5","1.0","Organic, EU Organic, EU Agriculture, FR-BIO-01, FSC, Made in the EU, Soil Association Organic","Spain","Plant-based foods and beverages, Beverages, Plant-based foods, Dairies, Dairy substitutes, Milk substitutes, Nuts and their products, Plant-based beverages, Milks, Plant-based milk alternatives, Nut-based drinks, Almond-based drinks","https://world.openfoodfacts.org/product/5060362070474/organic-unsweetened-almond-plenish","5060362070474"
"Soja à la fraise","alpro","Sainsbury's,Tesco Extra,Lidl,Kaufland,REWE","b","","68.0","2.1","0.4","7.9","0.23","1.0","3.6","Peu ou pas de matière grasse, Peu de matière grasse, Sans gluten, Végétarien, Sans OGM, Source de protéines, Végétalien, 100% végétal, Source de calcium, Contient du soja, Ne pas congeler, Union Végétarienne Européenne, Union Végétarienne Européenne Végétalien, Riche en protéines, Sans lactose, Nutriscore, Nutriscore A, Riche en protéines végétales, The Vegan Society, Sans ajout de produit laitiers","","Aliments et boissons à base de végétaux, Produits fermentés, Substituts de produits laitiers, Desserts, Produits veganes, Desserts végétaliens, Produits végétaux fermentés, Desserts végétaliens fermentés, Desserts de jus de soja fermenté, Yaourts de soja aux fruits, Yaourts de soja à la fraise","https://world.openfoodfacts.org/product/5411188114536/soja-a-la-fraise-alpro","5411188114536"
"Cake & Chock","Milka,Mondelēz","","e","","428.0","21.0","4.1","30.0","0.57","1.4","5.5","Green Dot,Tidy man,Triman","","Snacks,Desserts,Sweet snacks,Cakes,Soft cake filled with chocolate","https://world.openfoodfacts.org/product/7622300784751/cake-chock-milka","7622300784751"
"Passata di Pomodoro","Mutti","Woolworths,Esselunga,Coop,Bennet,Tigros,iper,Coles,Consum","a","","36.0","0.5","0.1","4.1","0.5","","1.6","Passata di Pomodoro","Italie","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Condiments,Légumes et dérivés,Légumes préparés,Purées,Sauces,Tomates et dérivés,Purées de légumes,Sauces tomate,Purée de tomates appertisée,Coulis de tomates,en:purè-di-verdure,en:puré","https://world.openfoodfacts.org/product/8005110630408/passata-400g-mutti","8005110630408"
"MONT BLANC Eau Minérale Naturelle 1.50 L","Mont blanc","Carrefour","a","","0.0","0.0","0.0","0.0","0.0005","0.0","0.0","Pauvre ou sans sodium, Faible teneur en sodium, Sans nitrates","","Boissons, Eaux, Eaux de sources, Eaux minérales, Boissons sans alcool, Eaux minérales naturelles, Boissons et préparations de boissons","https://world.openfoodfacts.org/product/8024884600301/mont-blanc-eau-minerale-naturelle-1-50-l","8024884600301"
"Vinaigrette Légère Huile de Sésame & Sauce Soja Graines de Sésame Torréfiées 36 cl","Maille, Unilever","Auchan,Magasins U,carrefour.fr","d","","373.0","37.0","3.3","5.5","1.8","0.7","1.9","Peu ou pas de sel,en:allégé-en-matière-grasse,en:peu-de-matière-grasse,en:peu-ou-pas-de-matière-grasse,en:point-vert,en:sans-sel-ajouté,en:à-l'huile-de-tournesol","","Condiments,Sauces,Sauces salades,Vinaigrettes,Vinaigrettes allégées en matières grasses,en:Groceries,Vinaigrettes au sésame","https://world.openfoodfacts.org/product/8711200584383/vinaigrette-legere-huile-de-sesame-sauce-soja-graines-de-sesame-torrefiees-36-cl-maille","8711200584383"
"Fruit D’or Riche En Oméga 3 (sans Huile De Palme, 100% Végétal)","Upfield","Match,Cora,Leclerc,Intermarché,Casino,Géant,Super U,Hyper U,Monoprix,Franprix,carrefour.fr,Carrefour Market,Carrefour","c","","450.0","50.0","10.0","","0.5","","0.0","Végétarien,Végétalien,Union Végétarienne Européenne,Union Végétarienne Européenne Végétalien,Sans huile de palme,Nutriscore,Nutriscore C,Triman,100% végétal","Inconnu","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner salés,Matières grasses à tartiner,Matières grasses végétales,Margarines,Margarines allégées,Margarines sans sel,Margarines riche en oméga 3","https://world.openfoodfacts.org/product/8719200031524/fruit-d-or-riche-en-omega-3-sans-huile-de-palme-100-vegetal-upfield","8719200031524"
"HuilOr - RICHE EN Vitamine E Oméga 3 et 6","","","e","","900.0","100.0","12.6","0.0","0.0","","0.0","","","Ouile","https://world.openfoodfacts.org/product/6111024001226/huilor-riche-en-vitamine-e-omega-3-et-6","6111024001226"
"Oregano Crostini Italian Bread Bites","Crosta & Mollica","Waitrose","d","","467.0","17.0","2.3","1.5","2.0","3.3","10.0","Made in Italy,Vegan,Vegetarian","","Bread-bite,Snacks,Salty snacks,Breadsticks","https://world.openfoodfacts.org/product/5060198640643/oregano-crostini-italian-bread-bites-crosta-mollica","5060198640643"
"Tartare Ail & Fines herbes","Savencia, Tartare","carrefour.fr","d","","333.0","32.0","22.0","2.2","1.0","","9.0","Sans conservateurs, Pasteurisé, Triman","France,Union européenne","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Produits à tartiner, Produits à tartiner salés, Fromages de vache, Produits pasteurisés, Fromages pasteurisés, Fromages à tartiner, Fromages Ail et fines herbes","https://world.openfoodfacts.org/product/3272770014656/tartare-ail-fines-herbes-savencia","3272770014656"
"Stem ginger oat biscuits","Nairn's","","d","","438.0","14.4","5.9","17.2","0.91","5.9","8.1","Sustainable,Vegetarian,Sustainable Palm Oil,Source of fibre,No wheat,Vegan,No artificial colors,No artificial flavors,No artificial preservatives,No GMOs,No hydrogenated fats","United Kingdom","Snacks,Sweet snacks,Biscuits and cakes,Biscuits","https://world.openfoodfacts.org/product/0061232201047/stem-ginger-oat-biscuits-nairn-s","0061232201047"
"Freeze Dried Instant Coffee","Bellarom","Lidl","unknown","","","","","","","","","en:Rainforest Alliance","Non European Union","Getränke und Getränkezubereitungen, Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getränkezubereitungen, Gefriergetrocknete Lebensmittel, Heißgetränke zum Aufgließen, Gefriergetrocknete pflanzliche Lebensmittel, Lösliche Kaffees, Gefriergetrocknete Instant-Kaffees, it:caffe-solubile, it:coffee-solubile, Beverages","https://world.openfoodfacts.org/product/4056489440628/freeze-dried-instant-coffee-bellarom","4056489440628"
"Original Nuts & Seeds imp","Lizi's","","c","","471.0","22.6","5.0","7.2","0.03","7.3","12.5","","","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, Cereals with nuts, Mueslis with nuts","https://world.openfoodfacts.org/product/5060043224486/original-nuts-seeds-imp-lizi-s","5060043224486"
"Mozzarella","Lidl","Lidl","a","","245.0","18.5","0.0","0.0","0.0","1.5","18.0","Bio, Végétarien, Bio européen, Union Végétarienne Européenne, Point Vert, Fabriqué en Allemagne, AB Agriculture Biologique","Allemagne","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages italiens, Fromages à pâte filée, Mozzarella","https://world.openfoodfacts.org/product/20002268/mozarella-clasic-lidl","20002268"
"Thon entier au naturel Albacore","Petit Navire","Carrefour,Leclerc,Bi1,carrefour.fr","a","","109.0","1.0","0.5","0.0","1.0","","25.0","Demarche-responsable,Eco-Score E","France,Bretagne","Seafood, Fishes and their products, Canned foods, Fishes, Fatty fishes, Canned fishes, Tunas, Canned tunas, Tropical tunas, Yellowfin tunas, Tuna-in-brine, Whole tunas, fr:Thons albacore au naturel, en:tunas-in-brine","https://world.openfoodfacts.org/product/3019081239640/thon-entier-au-naturel-albacore-petit-navire","3019081239640"
"Excellence À la Pointe de Fleur de Sel Noir","Lindt","","e","","529.0","32.0","20.0","48.0","0.27","","6.2","","","Lanches comida,Lanches doces,Cacau e derivados,Confeitaria,Chocolates,Chocolates amargos,en:Salted chocolates,en:Fleur de sel chocolates,en:Salted dark chocolates,en:Dark chocolates with fleur de sel,en:Extra fine dark chocolates","https://world.openfoodfacts.org/product/3046920029674/excellence-a-touch-of-sea-salt-dark-lindt","3046920029674"
"Moelleux chocolat noix","Gerblé","Carrefour market,Magasins U,Monoprix,carrefour.fr","c","","434.0","23.0","3.0","13.0","0.23","9.6","7.3","Sans conservateurs,Fabriqué en France,Sans colorants,Sans huile de palme,Nutriscore,Nutriscore B,Rainforest Alliance Cacao","France,Union Européenne et Non Union Européenne","Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gâteaux, Gâteaux au chocolat, Gâteau moelleux au chocolat","https://world.openfoodfacts.org/product/3175681135895/moelleux-chocolat-noix-gerble","3175681135895"
"MAILLE Mayonnaise Fins Gourmets Bocal 320g","MailleUnilever","Carrefour,Franprix,Magasins U,carrefour.fr","e","","653.0","71.0","5.8","0.5","1.5","0.6","1.9","Point Vert, en:green-dot","","Condiments,Sauces,Mayonnaises,groceries","https://world.openfoodfacts.org/product/3250541920139/maille-mayonnaise-fins-gourmets-bocal-320g-mailleunilever","3250541920139"
"NESTLE LION céréales 400g​","Nestlé, Lion","Delhaize,carrefour.fr","d","","405.0","7.4","1.1","24.5","0.48","7.0","8.1","No artificial flavors, No preservatives, Green Dot, Nutriscore, Nutriscore Grade C, Rainforest Alliance, Triman, fr:Garantie avec du blé complet, fr:Personnage sur l'emballage, en:no-palm-oil, Végétarien","France","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Céréales extrudées, Céréales au caramel","https://world.openfoodfacts.org/product/3387390019995/lion-caramel-et-chocolat-nestle","3387390019995"
"Beanz","Heinz","Tesco","a","","81.0","0.4","0.4","8.7","1.18","7.8","4.8","Vegetarian","","Plant-based foods and beverages, Plant-based foods, Canned foods, Meals, Prepared vegetables, Baked beans in tomato sauce","https://world.openfoodfacts.org/product/5000157024855/beanz-heinz","5000157024855"
"5 rodzajów fasoli w sosie pomidorowym","Heinz","Sainsbury's,Kaufland,Lidl","a","","87.0","0.2","0.0","4.7","0.6","4.3","5.4","Bezglutenowy, Wegetariańskie, Bez sztucznych aromatów, Bez sztucznych konserwantów, Wegańskie, en:Green Dot, Bez sztucznych barwników","","Żywność i napoje na bazie roślin, Żywność na bazie roślin, Posiłki, en:Prepared vegetables, en:Baked beans in tomato sauce, en:Beans in tomato sauce","https://world.openfoodfacts.org/product/5000157072023/five-beanz-heinz","5000157072023"
"Chickpeas in water","Napolina","Asda","a","","126.67304","2.2","0.3","0.0","0.025","7.4","7.2","Vegetarian, Vegan","","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Seeds, Canned plant-based foods, Legume seeds, Pulses, Chickpeas, Canned legumes, Canned chickpeas","https://world.openfoodfacts.org/product/5000232844217/chickpeas-in-water-napolina","5000232844217"
"Green Pesto","Tesco","Tesco","c","","290.0","27.0","4.1","2.6","1.13","3.7","4.7","Made in Italy","","Condiments, Sauces, Pestos, Green pestos, Groceries","https://world.openfoodfacts.org/product/5052004706292/green-pesto-tesco","5052004706292"
"Berry Delight Raw Fruit & Nut Bar","Nakd","","unknown","","380.0","12.0","2.29","48.6","","8.57","6.57","No gluten, Kosher, No added sugar, No lactose, en:kashrut-division-of-the-london-beth-din","","Snacks, Sweet snacks, fr:barres-aux-fruits","https://world.openfoodfacts.org/product/5060088702000/berry-delight-raw-fruit-nut-bar-nakd","5060088702000"
"Ovomaltine crunchy","Ovo maltine","Magasins U,E.Leclerc, carrefour.fr","e","","545.0","32.0","5.0","54.5","0.2","0.0","3.8","Sustainable farming,Made in Swiss,No palm oil,UTZ Certified,UTZ Certified Cocoa,Rainforest Alliance Cocoa","France","Snacks, Petit-déjeuners, Produits à tartiner, Snacks sucrés, Produits à tartiner sucrés, Pâtes à tartiner, Pâtes à tartiner au chocolat","https://world.openfoodfacts.org/product/7612100018477/ovomaltine-crunchy-ovo-maltine","7612100018477"
"Chocolat Bio noir 85%","Côte d'Or","Magasins U,Carrefour,Delhaize,carrefour.fr,Monoprix","d","","607.0","50.0","30.0","14.0","0.12","12.0","10.0","Bio, Bio européen, Agriculture non UE, Point Vert, PL-EKO-07, PT-BIO-03, AB Agriculture Biologique, en:Or-bio-85","Non Union Européenne","Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs","https://world.openfoodfacts.org/product/7622210869616/chocolat-bio-noir-85-cote-d-or","7622210869616"
"Eau minérale naturelle gazeuse 50cl PET","Nestlé, Nestlé Waters, San Pellegrino","Carrefour,Franprix","a","","0.0","0.0","0.0","0.0","0.0078","0.0","0.0","Nutriscore,Nutriscore A,Triman","Italie","Boissons,Boissons gazeuses,Eaux,Eaux de sources,Eaux minérales,Boissons sans sucre ajouté,Eaux gazeuses,Eaux minérales naturelles,Eaux minérales gazeuses","https://world.openfoodfacts.org/product/8002270015328/eau-minerale-naturelle-gazeuse-50cl-pet-nestle","8002270015328"
"Crunchy oats and honey","Nature Valley","E.Leclerc","d","","467.0","18.1","2.2","26.8","0.85","6.4","8.7","Organic, EU Organic, No preservatives, Made in France, No colorings, AB Agriculture Biologique","","Snacks, Sweet snacks, Bars, Cereal bars","https://world.openfoodfacts.org/product/8410076600837/crunchy-oats-and-honey-nature-valley","8410076600837"
"Light mayonnaise","Hellmann's","Sainsbury's","c","","269.0","26.0","2.6","2.3","1.6725","","0.1","Vegetarian,No preservatives,European Vegetarian Union,European Vegetarian Union Vegetarian,No colorings","","Condiments,Sauces,Mayonnaises,Mayonnaises allégées,en:groceries,matières grasses","https://world.openfoodfacts.org/product/8722700479451/light-mayonnaise-hellmann-s","8722700479451"
"Sweeties Mini","aiguebelle","","unknown","","416.0","65.2","","","","","3.8","Pur beurre de cacao","","Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat","https://world.openfoodfacts.org/product/6111017030073/sweeties-mini-aiguebelle","6111017030073"
"Marmite Rice Cakes","Marmite","","c","","365.0","2.35","1.18","1.18","1.15","","12.9","Hecho en Bélgica","","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cereales y patatas,Cereales y derivados,Tortitas de cereales,Tortitas de arroz","https://world.openfoodfacts.org/product/5013665112372/marmite-rice-cakes","5013665112372"
"Hala","","","unknown","","900.0","100.0","13.1","0.0","0.0","0.0","0.0","","","","https://world.openfoodfacts.org/product/6111245470047/hala","6111245470047"
"Pâte à tarte feuilletée - Pur beurre","Marie","Carrefour,Intermarché,Leclerc","e","","380.0","23.0","15.0","0.5","1.2","1.5","5.4","Fabriqué en France,Nutriscore D,Pur beurre,Naturel,Triman","Beurre origine UE,Blé origine France","Pâte feuilletée pur beurre,Pate-a-derouler","https://world.openfoodfacts.org/product/3248830000150/pate-a-tarte-feuilletee-pur-beurre-marie","3248830000150"
"Mejora","","","e","","514.0","28.0","6.5","61.0","0.2","","3.0","","","Aliments de Pâques","https://world.openfoodfacts.org/product/6111017045404/mejora","6111017045404"
"Bio Knusper Müsli Früchte","Crownfield, Lidl","Lidl","c","","441.0","14.6","4.1","15.8","0.1975","8.3","9.7","Bio, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, USDA Organic, EG-Öko-Verordnung, DE-ÖKO-005, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, Ohne Palmöl, Nutriscore, Nutriscore C, AB Agriculture Biologique, Triman, Bio Organic","","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Frühstücke, Getreide und Kartoffeln, Getreideprodukte, Fruchtbasierte Lebensmittel, Frühstückscerealien, Früchte, Frühstückscerealien mit Früchten, Müslis, Beeren, en:Crunchy mueslis, Müslis mit Früchten, en:Crunchy mueslis with fruits","https://world.openfoodfacts.org/product/4056489296805/organic-mixed-berry-granola-crownfield","4056489296805"
